Id15_v30,hypeid,obsstednr
73200221,3260,
73200222,3261,
73200558,3262,48000011.0
73200631,3263,48000004.0
73200784,3264,
73200785,3265,48000006.0
73200793,3266,
73200794,3267,
73200795,3268,
73200796,3269,
73200797,3270,
73200798,3271,
73200799,3272,
73200863,3273,
73300001,3274,
73300011,3275,
73300468,3276,48000010.0
73300777,3277,
73300836,3278,
81100001,3279,
81100002,3280,
81100003,3281,
81100042,3282,
81100043,3283,
81100044,3284,
81100082,3285,
82100001,3286,
82100002,3287,
82100011,3288,
82100012,3289,
82100052,3290,
82100055,3291,
82100062,3292,
82100422,3293,
82100426,3294,
82100434,3295,
82100466,3296,
82100476,3297,
82100478,3298,
82100493,3299,
82100496,3300,
82100934,3301,
82200001,3302,
82200002,3303,
82200003,3304,
82200004,3305,
82200005,3306,
82200016,3307,
82200017,3308,
82200020,3309,
82200022,3310,
82200033,3311,
82200054,3312,
91000020,3313,
91100015,3314,
91100017,3315,
91100028,3316,
91100517,3317,
91200001,3318,
91200002,3319,
91200017,3320,
91200023,3321,
91200114,3322,
91200333,3323,
91200485,3324,66000014.0
91300001,3325,
91300002,3326,
91300003,3327,
91300004,3328,
91300005,3329,
91300006,3330,
91300007,3331,67000018.0
91300011,3332,
91300012,3333,
91300017,3334,
91300019,3335,
91300022,3336,
91300025,3337,
91300026,3338,
91300043,3339,
91300044,3340,
91300047,3341,
91300048,3342,
91300049,3343,
91300065,3344,
91300083,3345,
91400001,3346,
91400002,3347,
91400003,3348,
91400017,3349,
91400028,3350,
91400055,3351,
91400056,3352,
91500001,3353,
91500002,3354,
91500003,3355,
91500004,3356,
91500005,3357,
91500006,3358,67000017.0
91500011,3359,
91500012,3360,
91500013,3361,
91500014,3362,
91500017,3363,
91500022,3364,
91500023,3365,
91500026,3366,
91500029,3367,
91500055,3368,67000019.0
91500064,3369,
91500081,3370,
91500082,3371,
91500111,3372,
91500444,3373,
91504525,3374,67000030.0
91506578,3375,66000034.0
92100001,3376,
92100002,3377,
92100004,3378,
92100005,3379,
92200001,3380,
92200002,3381,
92200003,3382,
92200017,3383,
92200061,3384,
93000020,3385,
93100017,3386,
93100018,3387,
93100020,3388,
93100023,3389,
93100024,3390,
93100029,3391,
93100063,3392,
93100073,3393,
93100129,3394,
93100229,3395,
93100621,3396,
93100742,3397,
93200001,3398,
93200003,3399,
93210001,3400,
93210111,3401,60000650.0
93210145,3402,60000212.0
93300001,3403,
93300002,3404,
93300004,3405,
93300022,3406,
93300484,3407,60000031.0
93300847,3408,
93300878,3409,
93300885,3410,
93301196,3411,
93301299,3412,
93301346,3413,
93310020,3414,
93500001,3415,
93500002,3416,
93500003,3417,
93500011,3418,
93500019,3419,
93500021,3420,
93500029,3421,
93500033,3422,
93500036,3423,
93500055,3424,
93500062,3425,
93500089,3426,
93500129,3427,
93500189,3428,
93500333,3429,
93500335,3430,
93500433,3431,60000036.0
93500471,3432,
93500560,3433,60000027.0
93500967,3434,
93600001,3435,
93600002,3436,
93600003,3437,
93600017,3438,
93600020,3439,60000037.0
93600032,3440,
93600033,3441,
93600038,3442,
93600111,3443,
93600333,3444,
93600517,3445,
93600537,3446,60000035.0
99994856,3447,
